location,celltype
10:30763048_30763822,cardiomyocyte
10:40125057_40125682,cardiomyocyte
10:40131692_40132201,erythroid
10:41204813_41205378,erythroid
10:42243870_42244850,erythroid
10:42537535_42538036,cardiomyocyte
10:66907788_66908330,erythroid
10:80032624_80033831,somitic_mesoderm
10:86990595_86991130,endothelium
10:93143305_93143814,erythroid
11:100465065_100465962,spinalCord
11:103843832_103844416,neural_crest
11:103852518_103853026,cardiomyocyte
11:104292951_104293871,endothelium
11:104661109_104661658,erythroid
11:105365942_105366481,endothelium
11:108148406_108148967,erythroid
11:108149118_108149623,erythroid
11:111774192_111774795,cardiomyocyte
11:115804934_115805439,erythroid
11:11735067_11735640,neural_crest
11:120405791_120406298,endothelium
11:16503110_16503627,somitic_mesoderm
11:16976940_16977462,endothelium
11:20896405_20896916,erythroid
11:22809723_22810224,erythroid
11:31843682_31844286,erythroid
11:32245269_32246446,cardiomyocyte
11:32284902_32285774,cardiomyocyte
11:32748729_32749289,erythroid
11:44508784_44509350,gut
11:4543202_4543703,erythroid
11:45855303_45855862,erythroid
11:4677171_4677695,somitic_mesoderm
11:48873519_48874108,erythroid
11:59260927_59261610,cardiomyocyte
11:62466475_62467009,endothelium
11:6590852_6591394,erythroid
11:69853956_69854547,cardiomyocyte
11:7138214_7138916,neural_crest
11:74621551_74622689,endothelium
11:77876115_77876624,erythroid
11:79736201_79736706,somitic_mesoderm
11:84351056_84351585,erythroid
11:87750055_87750568,endothelium
11:87753867_87754425,cardiomyocyte
12:105738214_105738783,erythroid
12:110974282_110974783,erythroid
12:17505951_17506519,erythroid
12:31087039_31087636,erythroid
12:33220615_33221153,endothelium
12:46405564_46406145,cardiomyocyte
12:4679857_4680358,cardiomyocyte
12:51699871_51700546,erythroid
12:55051608_55052470,cardiomyocyte
12:69293820_69294323,erythroid
12:71932688_71933414,endothelium
12:80593993_80594607,erythroid
12:80777847_80778861,erythroid
12:84854310_84854926,erythroid
12:91757907_91758408,endothelium
13:101863207_101864052,erythroid
13:106865453_106865998,erythroid
13:107577227_107577736,somitic_mesoderm
13:11836643_11837226,somitic_mesoderm
13:20149958_20150607,somitic_mesoderm
13:23459240_23459798,erythroid
13:24159554_24160097,erythroid
13:24419598_24420099,forebrain
13:37878777_37879335,gut
13:45406268_45406798,erythroid
13:45849574_45850078,erythroid
13:49571321_49571935,erythroid
13:51737838_51738346,mesenchyme
13:52617282_52617851,gut
13:73475395_73475896,erythroid
13:92847982_92848483,endothelium
13:94513322_94513835,spinalCord
14:118795937_118796719,cardiomyocyte
14:122651570_122652076,erythroid
14:15354156_15354845,erythroid
14:20884961_20885513,endothelium
14:21758480_21758981,spinalCord
14:25464462_25465092,endothelium
14:32145988_32146557,erythroid
14:47240566_47241071,erythroid
14:54705703_54706323,erythroid
14:63110245_63110750,endothelium
14:65102225_65103155,endothelium
14:69240665_69241682,erythroid
14:69240989_69242448,forebrain
15:12857974_12858539,erythroid
15:27496813_27497365,erythroid
15:58743702_58744247,erythroid
15:62158743_62159382,endothelium
15:77773524_77774065,cardiomyocyte
15:80076299_80077235,erythroid
15:86105227_86105736,spinalCord
15:8661742_8662364,endothelium
15:97379375_97379926,erythroid
15:98116212_98116720,cardiomyocyte
16:12720984_12721846,erythroid
16:14447887_14448398,erythroid
16:17220404_17220907,erythroid
16:17251985_17252687,erythroid
16:17638124_17638683,erythroid
16:18353002_18353523,spinalCord
16:18418665_18419620,erythroid
16:30035005_30035606,erythroid
16:32507381_32508236,erythroid
16:34031541_34032042,erythroid
16:34050086_34050587,erythroid
16:35677402_35678003,erythroid
16:4414257_4414783,endothelium
16:56071595_56072144,erythroid
16:58497761_58498262,cardiomyocyte
16:77026591_77027656,cardiomyocyte
16:90523838_90524344,erythroid
16:90963818_90964768,endothelium
16:91086541_91087042,erythroid
16:91441720_91442230,erythroid
16:91864834_91865335,forebrain
16:92801464_92801965,forebrain
16:93147427_93148000,forebrain
16:93744762_93745791,forebrain
16:97006487_97006989,forebrain
17:12204883_12205732,erythroid
17:15205769_15206275,erythroid
17:27152976_27153528,erythroid
17:28351971_28352472,erythroid
17:28828770_28829983,endothelium
17:28832004_28833317,endothelium
17:29443637_29444177,erythroid
17:32108531_32109084,erythroid
17:46174996_46175522,erythroid
17:47617551_47618092,erythroid
17:65988117_65988634,spinalCord
17:79350686_79351191,endothelium
17:81032005_81032540,erythroid
17:84154238_84154746,erythroid
18:12166761_12167615,endothelium
18:21151959_21152644,erythroid
18:24103764_24104351,erythroid
18:35619436_35619944,erythroid
18:36274655_36275256,gut
18:56455271_56456310,spinalCord
18:61696949_61697510,erythroid
18:64491188_64491689,erythroid
18:74729139_74729694,mesenchyme
18:75489927_75490525,erythroid
18:78212446_78212947,spinalCord
18:82614851_82616266,mid_hindbrain
18:82771073_82771575,mesenchyme
18:84848816_84849367,spinalCord
19:32172350_32172924,erythroid
19:34656400_34657004,erythroid
19:45602491_45603019,erythroid
19:46036998_46037618,erythroid
19:46503640_46504157,somitic_mesoderm
19:47402886_47403470,endothelium
19:59360472_59360973,spinalCord
19:60799764_60800299,erythroid
2:103583977_103584678,cardiomyocyte
2:103893551_103894334,erythroid
2:104078258_104078815,cardiomyocyte
2:109919889_109920390,erythroid
2:119024766_119025283,erythroid
2:120660388_120660988,erythroid
2:132695453_132696398,endothelium
2:139488611_139489170,neural_crest
2:153495572_153496145,gut
2:163642553_163643170,somitic_mesoderm
2:167039299_167039800,erythroid
2:167447588_167448119,erythroid
2:167801316_167801829,erythroid
2:172290399_172290931,erythroid
2:172348191_172348812,somitic_mesoderm
2:173036580_173037615,mesenchyme
2:173038142_173038653,mesenchyme
2:174453618_174454172,somitic_mesoderm
2:19699846_19700351,erythroid
2:28064400_28064934,spinalCord
2:28598079_28598639,erythroid
2:35506205_35506706,erythroid
2:6285609_6286312,erythroid
2:77177448_77177953,somitic_mesoderm
2:84938487_84939126,endothelium
2:90661287_90662040,neural_crest
2:91244636_91245417,erythroid
2:92174227_92174740,erythroid
2:92444280_92444873,erythroid
3:105892173_105893331,erythroid
3:140950216_140950767,endothelium
3:144627554_144628464,somitic_mesoderm
3:144670063_144670646,erythroid
3:146127125_146127770,mesenchyme
3:146393442_146393972,somitic_mesoderm
3:153999738_154000296,erythroid
3:28775862_28776365,erythroid
3:37553363_37553888,spinalCord
3:40480486_40481197,erythroid
3:60819903_60820450,somitic_mesoderm
3:8939586_8940087,erythroid
3:9613886_9614507,cardiomyocyte
3:9662905_9663413,endothelium
4:106613459_106613976,erythroid
4:120665052_120665565,erythroid
4:124774351_124774917,endothelium
4:132427938_132428495,erythroid
4:132529976_132530844,gut
4:133057698_133058221,erythroid
4:133059122_133059623,mesenchyme
4:133389932_133390532,cardiomyocyte
4:14898708_14899216,erythroid
4:151960254_151961135,erythroid
4:153669031_153669542,erythroid
4:32909152_32909805,erythroid
4:32916917_32917437,erythroid
4:32986858_32987475,cardiomyocyte
4:46023076_46023578,erythroid
4:5794814_5795652,erythroid
4:69039831_69040335,erythroid
4:70261199_70261810,cardiomyocyte
4:98098572_98099079,endothelium
5:100055144_100055665,erythroid
5:103737695_103738198,spinalCord
5:103762680_103763275,erythroid
5:105565580_105566388,erythroid
5:107759008_107759563,erythroid
5:112359431_112359933,erythroid
5:115055278_115055846,erythroid
5:115068944_115069490,erythroid
5:115070973_115071474,erythroid
5:115267021_115267554,somitic_mesoderm
5:115947518_115948050,erythroid
5:120136202_120136781,erythroid
5:125641744_125642245,erythroid
5:131814075_131814587,erythroid
5:139382655_139383160,cardiomyocyte
5:143058050_143058597,mesenchyme
5:20897446_20897972,erythroid
5:24878088_24878724,erythroid
5:27248590_27249093,somitic_mesoderm
5:34959955_34960485,erythroid
5:36720954_36721468,neural_crest
5:37941382_37942377,mesenchyme
5:50126091_50126626,erythroid
5:65731471_65732032,somitic_mesoderm
5:88724094_88724595,erythroid
5:96716592_96717113,endothelium
5:96951620_96952201,endothelium
6:124375520_124376069,erythroid
6:127320915_127321499,somitic_mesoderm
6:134984629_134985289,erythroid
6:145089105_145089847,erythroid
6:29700975_29701528,somitic_mesoderm
6:32850865_32851402,erythroid
6:38341583_38342137,erythroid
6:38900421_38900922,erythroid
6:5314746_5315748,erythroid
6:54719290_54719828,neural_crest
6:57745275_57745904,erythroid
6:86884756_86885276,cardiomyocyte
6:87183838_87184564,erythroid
7:103865678_103866183,spinalCord
7:109588863_109589399,erythroid
7:109852777_109853348,erythroid
7:111004037_111004568,somitic_mesoderm
7:125428716_125429217,cardiomyocyte
7:126348205_126348736,erythroid
7:141558320_141558821,erythroid
7:144731796_144732398,mid_hindbrain
7:16819635_16820327,erythroid
7:19177797_19178330,erythroid
7:19239892_19240451,erythroid
7:67210373_67210885,erythroid
7:68189131_68189680,erythroid
7:78799618_78800217,endothelium
7:81124684_81125185,erythroid
8:11047745_11048251,erythroid
8:11083951_11084533,erythroid
8:110921345_110921951,erythroid
8:110988042_110988630,gut
8:111573428_111574004,erythroid
8:117074095_117074710,erythroid
8:120293756_120294549,somitic_mesoderm
8:120325280_120325812,erythroid
8:120485355_120485936,erythroid
8:121899119_121899681,erythroid
8:122304025_122304567,erythroid
8:122309213_122309812,erythroid
8:122341681_122342210,erythroid
8:122545977_122546526,somitic_mesoderm
8:123988310_123989315,erythroid
8:125869712_125870265,mesenchyme
8:13202721_13203268,cardiomyocyte
8:44699296_44699883,erythroid
8:70422680_70423189,erythroid
8:70622010_70622611,erythroid
8:80501172_80501677,endothelium
8:83422987_83423921,erythroid
8:84730588_84731268,erythroid
8:8583219_8583736,erythroid
8:94964737_94965238,spinalCord
9:102890049_102890575,erythroid
9:110668467_110669023,erythroid
9:37554146_37554683,erythroid
9:41072466_41073463,cardiomyocyte
9:61666053_61666559,erythroid
9:62353693_62354202,endothelium
9:70914614_70915120,erythroid
9:70926760_70927299,spinalCord
9:75431149_75431756,erythroid
9:90237532_90238165,cardiomyocyte
9:97842010_97842515,endothelium
9:99182190_99182695,erythroid
X:101287430_101288032,erythroid
X:11993983_11994604,erythroid
X:150549558_150550185,erythroid
X:56446404_56446920,endothelium
X:7971127_7971806,somitic_mesoderm
X:7993222_7993843,erythroid
X:8102227_8102859,neural_crest
X:98908709_98909545,erythroid
1:105246010_105246701,forebrain
1:135645646_135646194,forebrain
1:14225340_14225916,spinalCord
1:146523788_146524293,somitic_mesoderm
1:16202022_16202523,neural_crest
1:167065450_167066003,somitic_mesoderm
1:173389732_173390557,forebrain
1:23373919_23374517,spinalCord
1:35697726_35698316,mid_hindbrain
1:41166215_41166823,cardiomyocyte
1:60627034_60627535,neural_crest
1:64853615_64854205,spinalCord
1:64975226_64975870,neural_crest
1:75424809_75425334,forebrain
1:80424633_80425176,forebrain
1:8557694_8558523,somitic_mesoderm
10:43188153_43188697,gut
10:58622489_58623004,forebrain
10:8089171_8089738,cardiomyocyte
10:91542015_91542650,forebrain
11:100501212_100501815,somitic_mesoderm
11:113016612_113017122,neural_crest
11:115174603_115175330,mid_hindbrain
11:12370861_12371363,forebrain
11:29062008_29062509,somitic_mesoderm
11:33143851_33144355,endothelium
11:34290162_34290748,forebrain
11:37153723_37154317,forebrain
11:43575167_43576127,endothelium
11:62430461_62431038,spinalCord
11:72338509_72339142,erythroid
11:76268022_76268625,neural_crest
11:79646030_79647208,neural_crest
11:80889282_80889829,gut
11:81926264_81926871,forebrain
11:89985681_89986256,neural_crest
12:105186061_105186934,neural_crest
12:105874961_105875624,somitic_mesoderm
12:119241011_119241596,spinalCord
12:54981323_54981939,spinalCord
13:116514822_116515323,spinalCord
13:15623077_15623706,erythroid
13:16696455_16697319,somitic_mesoderm
13:20608962_20609463,erythroid
13:26113515_26114133,somitic_mesoderm
13:64909914_64910465,forebrain
13:97237405_97237960,somitic_mesoderm
13:97797310_97797903,forebrain
14:11577156_11577983,somitic_mesoderm
14:120139552_120140233,neural_crest
14:120803583_120804299,mid_hindbrain
14:122280761_122281303,spinalCord
14:27005638_27006561,cardiomyocyte
14:30594241_30594785,somitic_mesoderm
14:34969017_34969527,forebrain
14:48171518_48172047,spinalCord
14:61134242_61134775,forebrain
14:63652925_63653492,somitic_mesoderm
14:86465637_86466171,endothelium
15:12341158_12341916,spinalCord
15:28057429_28058024,spinalCord
15:57858229_57858795,mid_hindbrain
15:59521918_59522518,forebrain
15:61993074_61993638,spinalCord
15:66914765_66915302,neural_crest
15:74052807_74053321,forebrain
15:83734633_83735165,spinalCord
15:91075561_91076091,forebrain
15:95640372_95640878,forebrain
16:12258979_12259481,neural_crest
16:17920481_17921062,forebrain
16:25675168_25675703,neural_crest
16:34395076_34395592,mid_hindbrain
16:42305944_42306514,neural_crest
16:44660914_44661489,forebrain
16:90132224_90132827,forebrain
16:94179206_94180045,spinalCord
17:17424933_17425439,spinalCord
17:29214609_29215110,spinalCord
17:29896045_29896667,endothelium
17:70872003_70873092,neural_crest
17:87326942_87327496,forebrain
18:21673309_21673810,somitic_mesoderm
18:5886237_5886831,forebrain
18:66015449_66015986,neural_crest
18:72724967_72725492,forebrain
19:23948050_23948781,endothelium
19:24501561_24502071,forebrain
19:26876871_26877372,forebrain
19:30644395_30644988,spinalCord
19:58981448_58982000,forebrain
19:60159745_60160268,forebrain
19:6533899_6534439,neural_crest
2:117090356_117090884,forebrain
2:124675504_124676111,forebrain
2:125074671_125075371,somitic_mesoderm
2:137153280_137153846,forebrain
2:146548700_146549651,cardiomyocyte
2:158193866_158194419,somitic_mesoderm
2:166488931_166489626,neural_crest
2:29643286_29643799,neural_crest
2:29652959_29653506,endothelium
3:127190417_127190985,spinalCord
3:16431456_16432010,spinalCord
3:30219090_30219694,gut
3:40092629_40093341,forebrain
3:53644686_53645208,forebrain
3:5836192_5836768,somitic_mesoderm
3:63879007_63879761,gut
3:89878221_89878770,forebrain
4:104497135_104497732,forebrain
4:117601292_117601795,spinalCord
4:125313161_125313779,spinalCord
4:126601941_126602649,spinalCord
4:138729170_138729740,endothelium
4:139925599_139926196,endothelium
4:45063862_45064417,forebrain
4:53775641_53776683,forebrain
4:63580033_63580582,neural_crest
4:92958692_92959195,forebrain
4:99589752_99590415,somitic_mesoderm
5:106322411_106322999,somitic_mesoderm
5:114670088_114670605,endothelium
5:124930896_124931726,forebrain
5:131499926_131500794,forebrain
5:131531883_131532448,forebrain
5:13320098_13320613,spinalCord
5:133884883_133885483,somitic_mesoderm
5:144728226_144728739,somitic_mesoderm
5:20551342_20551864,forebrain
5:33694943_33695562,forebrain
5:39076395_39076978,spinalCord
5:48050344_48051309,spinalCord
5:54762889_54763426,spinalCord
5:65525590_65526532,somitic_mesoderm
5:77137768_77138271,somitic_mesoderm
5:99687818_99688342,forebrain
6:100421879_100422497,somitic_mesoderm
6:112838853_112839355,spinalCord
6:114174268_114174793,forebrain
6:119492073_119493067,somitic_mesoderm
6:88942521_88943135,somitic_mesoderm
6:93566610_93567226,forebrain
7:113902094_113902603,mesenchyme
7:120092967_120093471,somitic_mesoderm
7:131696836_131697360,endothelium
7:75854036_75854641,forebrain
7:89226624_89227177,forebrain
7:96647601_96648163,endothelium
8:115425497_115426000,neural_crest
8:116203575_116204117,forebrain
8:14916456_14916959,cardiomyocyte
8:16314405_16315161,gut
8:16936885_16937404,forebrain
8:23420461_23420977,spinalCord
8:32053698_32054333,spinalCord
8:36177584_36178283,spinalCord
8:42361202_42361734,spinalCord
8:57705848_57706471,forebrain
8:92064050_92064596,mid_hindbrain
8:98309351_98309870,forebrain
9:100046437_100046938,forebrain
9:102109629_102110136,forebrain
9:104906064_104906569,endothelium
9:118255703_118256209,forebrain
9:20682002_20682866,forebrain
9:28431987_28432747,spinalCord
9:29873162_29874224,spinalCord
9:40908892_40909423,endothelium
9:47904248_47904777,somitic_mesoderm
9:64605478_64606403,forebrain
9:86668520_86669029,forebrain
9:90731296_90731895,endothelium
9:9269157_9269766,mesenchyme
9:96725850_96726374,forebrain
X:14632544_14633062,somitic_mesoderm
X:60831297_60831925,somitic_mesoderm
X:99045367_99045868,neural_crest
X:99220565_99221095,neural_crest
1:128652932_128653434,gut
1:129082298_129082867,gut
1:156470565_156471100,erythroid
1:160259863_160260376,somitic_mesoderm
1:187900626_187901188,gut
1:31094801_31095386,gut
1:34779819_34780383,somitic_mesoderm
1:36249755_36250337,erythroid
1:4724801_4725392,cardiomyocyte
1:54815397_54815961,gut
1:62048342_62049223,gut
1:72960365_72960956,cardiomyocyte
1:74971476_74972170,gut
1:75027281_75027829,somitic_mesoderm
1:77468861_77469396,gut
1:90404823_90405325,gut
10:120558088_120558680,erythroid
10:12467500_12468009,spinalCord
10:28118651_28119228,gut
10:28645358_28646048,gut
10:41763287_41764213,gut
10:44084219_44084845,gut
10:50902639_50903732,gut
10:67698595_67699104,gut
10:69305499_69306099,cardiomyocyte
10:69414896_69415407,gut
10:69570833_69571365,somitic_mesoderm
11:102129759_102130571,gut
11:113667095_113667596,gut
11:49107550_49108139,somitic_mesoderm
11:49785124_49785625,endothelium
11:63458163_63458778,spinalCord
11:63957084_63957690,gut
11:68285254_68286384,neural_crest
11:84952446_84952981,cardiomyocyte
11:89476857_89477436,spinalCord
11:96732586_96733118,gut
11:97287862_97288422,gut
12:21134283_21134852,spinalCord
12:21173245_21173860,forebrain
12:21492722_21493454,somitic_mesoderm
12:25011632_25012461,gut
12:25209374_25209875,gut
12:30216909_30217450,gut
12:32044331_32044871,somitic_mesoderm
12:39958178_39958699,gut
12:55495005_55495652,gut
12:56824581_56825082,spinalCord
12:56829321_56829949,gut
12:72053824_72054336,forebrain
12:95652305_95652930,spinalCord
13:114064901_114065510,spinalCord
13:14088622_14089159,gut
13:15537188_15537693,somitic_mesoderm
13:41352184_41352751,gut
13:41423628_41424129,somitic_mesoderm
13:46269050_46269572,neural_crest
13:6189415_6189984,spinalCord
13:73290196_73290747,gut
13:83952692_83953259,gut
13:99640107_99640608,gut
14:101984322_101984845,cardiomyocyte
14:121951337_121951889,endothelium
14:12580629_12581186,gut
14:16587704_16588317,spinalCord
14:20614215_20614718,mesenchyme
14:34615501_34616060,spinalCord
15:11794577_11795105,gut
15:12232344_12232849,neural_crest
15:27423019_27423636,gut
15:34188677_34189268,gut
15:37135454_37136155,gut
15:37238030_37238539,gut
15:50661312_50661844,somitic_mesoderm
15:77910954_77911543,neural_crest
15:83373982_83374561,gut
15:83411472_83412029,gut
15:93540405_93540932,spinalCord
15:97364802_97365497,gut
16:29668403_29668904,gut
16:30053089_30053644,gut
16:30099055_30099556,spinalCord
16:30113041_30113701,gut
16:32604842_32605343,gut
16:33338437_33338938,endothelium
16:36743484_36743999,gut
16:37425503_37426257,endothelium
16:37564761_37565327,gut
16:57506037_57506582,gut
16:97594152_97594841,gut
16:97606531_97607509,gut
17:26564397_26564928,gut
17:4196662_4197252,spinalCord
17:47473310_47473957,spinalCord
17:57070526_57071200,neural_crest
17:72904042_72904645,gut
17:83998851_83999795,neural_crest
17:85881607_85882232,neural_crest
17:88485814_88486365,gut
18:34025424_34026080,neural_crest
18:35675986_35676546,neural_crest
18:44669152_44669708,spinalCord
18:47483726_47484450,gut
18:61096272_61096821,cardiomyocyte
18:6450406_6451009,gut
19:36796723_36797401,gut
19:55418672_55419223,gut
19:55595767_55596353,cardiomyocyte
19:9923015_9923751,endothelium
2:103294447_103295008,gut
2:119806981_119807482,gut
2:132923667_132924236,endothelium
2:133723716_133724688,gut
2:144547420_144548135,gut
2:147190522_147191033,gut
2:152739065_152740222,endothelium
2:170287322_170287948,endothelium
2:180740147_180741086,gut
2:35267099_35268081,endothelium
2:58561866_58562627,neural_crest
2:93257585_93258086,gut
3:104562886_104563507,endothelium
3:105007979_105008489,gut
3:105846216_105846806,erythroid
3:122106818_122107387,somitic_mesoderm
3:127830954_127831670,somitic_mesoderm
3:144518849_144519362,somitic_mesoderm
3:145684716_145685597,gut
3:19674415_19675028,neural_crest
3:27728958_27729530,gut
3:34753368_34754225,gut
3:68534354_68534988,spinalCord
3:87112835_87113638,somitic_mesoderm
3:88840276_88840945,gut
3:90425436_90426432,gut
4:129750368_129750933,mid_hindbrain
4:150259919_150260427,spinalCord
4:150599449_150600095,somitic_mesoderm
4:151180263_151180836,gut
4:154478808_154479373,cardiomyocyte
4:45413608_45414124,gut
4:53130763_53131523,gut
4:62336583_62337166,gut
4:62980841_62981462,gut
4:70381579_70382273,gut
4:70544299_70544936,mesenchyme
4:95133736_95134248,somitic_mesoderm
5:118379268_118379769,gut
5:123842082_123842587,gut
5:134321678_134322183,somitic_mesoderm
5:146912089_146912767,endothelium
5:18114907_18115746,gut
5:20101448_20102023,spinalCord
5:29467604_29468289,gut
5:34218628_34219181,cardiomyocyte
5:66881780_66882499,somitic_mesoderm
5:91718266_91718882,mesenchyme
5:93034826_93036011,spinalCord
5:96451977_96452498,gut
6:127330079_127330684,forebrain
6:136407411_136407931,gut
6:18247885_18248939,gut
6:47582823_47583365,somitic_mesoderm
6:61233685_61234197,gut
6:6207842_6208385,neural_crest
6:71065223_71065933,gut
6:72239806_72240379,endothelium
7:112498370_112498949,gut
7:115423434_115423943,gut
7:131337547_131338112,gut
7:19547289_19547792,gut
7:25509945_25510507,gut
7:30846534_30847036,endothelium
7:45677413_45678052,somitic_mesoderm
7:72408346_72409062,gut
7:73792319_73793176,gut
7:99200154_99200789,forebrain
8:106672521_106673209,gut
8:12940944_12941877,forebrain
8:27058048_27058808,spinalCord
8:31520980_31521483,cardiomyocyte
8:65083259_65083769,gut
8:65104811_65105424,endothelium
8:74804794_74805365,gut
8:79615708_79616458,gut
8:92104478_92105075,gut
9:107735490_107736044,neural_crest
9:114886164_114886797,gut
9:120541964_120542665,gut
9:120601702_120602325,gut
9:120764179_120765122,gut
9:14134825_14135463,spinalCord
9:34204422_34205406,gut
9:43132268_43132844,gut
9:48782630_48783144,cardiomyocyte
9:49365716_49366320,gut
9:50986472_50987289,gut
9:61795873_61796464,gut
9:64520237_64520796,gut
9:72047825_72048326,gut
9:80504453_80505075,spinalCord
9:99096479_99097140,mesenchyme
X:11415551_11416188,spinalCord
X:157546930_157547529,endothelium
1:118936142_118936776,mesenchyme
1:119033687_119034240,endothelium
1:162243353_162243953,mesenchyme
1:165046553_165047142,mesenchyme
1:193315899_193316489,cardiomyocyte
1:51411683_51412204,mesenchyme
1:54749857_54750411,endothelium
1:62580350_62580956,mesenchyme
1:77339342_77339867,endothelium
1:91227424_91228306,mesenchyme
10:119048935_119049489,somitic_mesoderm
10:31327774_31328317,cardiomyocyte
10:4306002_4306514,erythroid
10:59287144_59288125,mesenchyme
10:68625257_68625839,mesenchyme
10:77895451_77895980,mesenchyme
10:80961010_80961567,mesenchyme
10:84201727_84202314,mesenchyme
10:86416715_86417302,mesenchyme
11:105504974_105505495,mesenchyme
11:113019400_113019979,endothelium
11:11871358_11871901,mesenchyme
11:35225541_35226042,mesenchyme
11:46205900_46206499,cardiomyocyte
11:46213775_46214328,somitic_mesoderm
11:50622148_50622721,mesenchyme
11:50653905_50654466,mesenchyme
11:52402027_52402596,cardiomyocyte
11:5891106_5891931,cardiomyocyte
11:74404175_74404719,somitic_mesoderm
11:94513457_94514025,endothelium
11:99132250_99132811,mesenchyme
12:102597437_102597952,mesenchyme
12:109398867_109399417,endothelium
12:109437550_109438182,erythroid
12:109449295_109449828,spinalCord
12:109502251_109502958,endothelium
12:12356488_12356992,cardiomyocyte
12:13176763_13177272,mesenchyme
12:13180507_13181199,spinalCord
12:16761802_16762345,somitic_mesoderm
12:31306129_31306678,mesenchyme
12:79859536_79860138,cardiomyocyte
12:83387327_83387960,cardiomyocyte
12:98060809_98061317,somitic_mesoderm
13:104907864_104908417,cardiomyocyte
13:112252888_112253768,cardiomyocyte
13:31267762_31268264,mesenchyme
13:35765720_35766237,endothelium
13:42526888_42527435,cardiomyocyte
13:63641731_63642328,mesenchyme
13:63914832_63915373,mesenchyme
13:63927251_63927753,erythroid
13:64034951_64035509,cardiomyocyte
14:20749476_20750244,cardiomyocyte
14:25196783_25197325,mesenchyme
14:25487919_25488427,mesenchyme
14:25757808_25758384,mesenchyme
14:31212476_31212980,cardiomyocyte
14:99019026_99019571,endothelium
15:3381283_3381925,gut
15:50991651_50992256,cardiomyocyte
15:83444330_83444950,mesenchyme
15:83445790_83446291,gut
15:86083171_86083735,mesenchyme
15:9135049_9135607,endothelium
15:93537783_93538411,forebrain
16:10337778_10338359,neural_crest
16:29729985_29730499,cardiomyocyte
16:29954304_29954910,somitic_mesoderm
16:33580548_33581204,cardiomyocyte
16:58421882_58422398,spinalCord
16:92183319_92183993,mesenchyme
16:95390731_95391319,mesenchyme
17:14386789_14387328,endothelium
17:45944777_45945494,mesenchyme
17:6127893_6128410,mesenchyme
17:63008159_63008824,spinalCord
17:79563670_79564216,mesenchyme
18:44521488_44522031,cardiomyocyte
18:53425548_53426414,cardiomyocyte
18:57266875_57267421,somitic_mesoderm
18:62044034_62044542,mesenchyme
18:75293375_75294312,spinalCord
18:83467753_83468272,mesenchyme
19:10908869_10909827,mesenchyme
19:32610035_32610599,endothelium
19:47330554_47331161,erythroid
19:56425628_56426169,mesenchyme
19:9047334_9048031,cardiomyocyte
19:9079736_9080356,endothelium
2:130452220_130452725,somitic_mesoderm
2:151915909_151916452,somitic_mesoderm
2:151921567_151922073,somitic_mesoderm
2:153436470_153437046,endothelium
2:157471743_157472255,mesenchyme
2:20284268_20284907,mesenchyme
2:27798779_27799779,endothelium
2:30918414_30919232,mesenchyme
2:4326749_4327259,spinalCord
2:59361419_59362003,mesenchyme
2:70901368_70902034,cardiomyocyte
2:75327665_75328286,somitic_mesoderm
2:93538040_93538766,mesenchyme
3:101155834_101156626,endothelium
3:101163503_101164041,spinalCord
3:105511804_105512319,mesenchyme
3:107793329_107794150,mesenchyme
3:117988346_117988917,erythroid
3:132349628_132350130,mesenchyme
3:136006495_136007564,gut
3:30470448_30471057,mesenchyme
3:85372896_85373527,mesenchyme
3:86724960_86725557,mesenchyme
3:95054391_95055376,somitic_mesoderm
3:95696292_95696877,neural_crest
4:119019135_119020110,mesenchyme
4:137869649_137870165,mesenchyme
4:142223691_142224224,mesenchyme
4:14805197_14805749,spinalCord
4:31404994_31405503,somitic_mesoderm
4:31469773_31470295,erythroid
4:55141253_55141818,endothelium
4:59823206_59823839,endothelium
4:94747518_94748046,endothelium
5:140515094_140515613,neural_crest
5:142810998_142811533,mesenchyme
5:147795108_147795629,mesenchyme
5:16095416_16096003,mid_hindbrain
5:33714314_33714882,mesenchyme
5:92885986_92886499,mesenchyme
6:127375602_127376597,endothelium
6:144224921_144225498,endothelium
6:30665191_30665719,mesenchyme
6:39059393_39060112,endothelium
6:4561123_4561706,gut
6:51103107_51103610,endothelium
6:6467344_6468144,somitic_mesoderm
6:72981058_72981600,mesenchyme
6:82856182_82856727,erythroid
6:91674918_91675474,endothelium
6:93177181_93177818,forebrain
6:93544086_93544698,erythroid
7:133933306_133933812,somitic_mesoderm
7:144689783_144690300,cardiomyocyte
7:28587581_28588161,mesenchyme
8:111729512_111730099,mesenchyme
8:11274325_11274923,mesenchyme
8:120860731_120861242,erythroid
8:122074029_122075010,mesenchyme
8:125307512_125308186,mesenchyme
8:125620260_125620824,cardiomyocyte
8:126744623_126745210,mesenchyme
8:13529232_13529769,mesenchyme
8:13530911_13531608,mesenchyme
8:25212928_25213497,mesenchyme
8:35865844_35866436,erythroid
8:35916092_35916612,mesenchyme
8:75018174_75018731,somitic_mesoderm
8:77488055_77488556,mesenchyme
8:88555686_88556297,mesenchyme
8:91715717_91716415,cardiomyocyte
9:102759417_102760166,cardiomyocyte
9:114798789_114799293,somitic_mesoderm
9:24873398_24874119,somitic_mesoderm
9:31011598_31012136,endothelium
9:57354140_57355136,somitic_mesoderm
9:58295775_58296536,forebrain
9:60787412_60788254,mesenchyme
